,y,x1,x2
0,11.809228191499503,-1.3000103150215676,-3.673009665680545
1,0.7401980661589284,-0.8782654963603305,-0.2547091723407682
2,-0.33682870369028106,0.275948879100556,-0.4144953257479379
3,5.473551448494925,-0.20367464284234568,-1.9550163646904872
4,-6.3780425478461575,1.0943857841393836,1.8131027654401666
5,-5.191762808050427,0.4143815678483589,2.190273996605284
6,-3.9603208727878068,0.6669494257581506,1.5058624713156459
7,-5.302997240900241,0.6546343581625458,1.5587283375867167
8,-5.633408576430139,0.6195711495686521,1.5777662725469235
9,7.723987969839701,-0.8127628393143704,-2.1556657854321446
10,-2.3090027624042038,0.38280714716759723,1.0725005621697505
11,7.035110239118224,-0.7971277367369143,-2.274719886967888
12,3.681290198776681,-0.3981786964872711,-1.5324456549515815
13,0.10011491082638879,-0.4804035444845464,-0.68907725714034
14,-8.753316329065392,1.2758663271394526,3.2941530603075595
15,2.575103851812618,-0.5425012905671073,-1.2128136771976128
16,7.168631411920231,-0.9044027467195024,-2.5781301110720705
17,0.44528050079459675,-0.4071683328033465,-0.06488018211379976
18,-9.00049945126842,1.223743280063902,2.91820463111505
19,5.3520160836399,-0.006280844029625015,-0.8880118191272135
20,0.5634453125647838,-0.08663126210925236,-0.19262164627934134
21,11.116671287246573,-0.6467074798925162,-3.6593347204025823
22,-0.3782255983072711,0.6996611394223033,0.6569054639309689
23,-3.0717396689709497,0.823952220455285,0.98554615477085
24,9.037384681392078,-0.8748071165791835,-3.214443301798004
25,1.3573800551922783,-0.7987458832957524,-0.2799559141595145
26,0.40656279276376606,0.018499037766169065,-0.05292219760117211
27,-6.553042743430057,0.1907521070997393,2.035400570634651
28,-0.24716556946656554,-0.722823325845392,-0.4505271946062358
29,4.572557333563105,-1.408023606593026,-1.5316168594502375
30,7.50442329867717,-1.6307833667073302,-2.6888870351652754
31,1.5559031656725755,0.5074826404827698,-0.7952792550217971
32,3.104561003335008,0.19863294491731565,-0.7399833778866145
33,5.95516536442429,-0.5628878187104379,-2.2232616503467018
34,-8.923458543469348,1.2674744785085674,2.971225836343127
35,-8.40223739845729,0.6531394056318526,2.5218101748260686
36,-1.0419980373547006,0.8202311412280784,0.1584295680187553
37,1.7249765512103354,-0.36410777823342255,-0.411609737382375
38,6.172494051903615,-1.0654382026614788,-2.082628247176177
39,-2.8337708084428037,-0.024223727421993028,0.8914251065786327
40,-5.0812451467286275,0.9783766232057658,1.9257201012441034
41,-8.056158263242137,1.2498244602026423,2.9244550630266217
42,2.778463369201083,-0.8439302559749081,-0.6551357659808719
43,-18.22617302721715,2.279643995013465,6.282535424404209
